H,Date,HE,MWh
D,6/26/2016,7,11030.75
D,6/26/2016,8,11680.08
D,6/26/2016,9,12044.06
D,6/26/2016,10,12863.27
D,6/26/2016,11,13630.81
D,6/26/2016,12,14333.42
D,6/26/2016,13,14955.94
D,6/26/2016,14,15444.41
D,6/26/2016,15,15874.7
D,6/26/2016,16,16351.48
D,6/26/2016,17,16854.03
D,6/26/2016,18,17276.54
D,6/26/2016,19,17271.84
D,6/26/2016,20,16838.97
D,6/26/2016,21,16480.58
D,6/26/2016,22,15993.16
D,6/26/2016,23,14601.5
D,6/26/2016,24,13258.42
D,6/27/2016,1,12374.01
D,6/27/2016,2,12117.98
D,6/27/2016,3,11976.02
D,6/27/2016,4,11843.58
D,6/27/2016,5,12025.01
D,6/27/2016,6,12348.11
D,6/27/2016,7,13269.14
D,6/27/2016,8,14671.86
D,6/27/2016,9,15547.61
D,6/27/2016,10,16302.19
D,6/27/2016,11,17050.14
D,6/27/2016,12,17658.26
D,6/27/2016,13,18084.02
D,6/27/2016,14,18540.34
D,6/27/2016,15,18724.2
D,6/27/2016,16,18744.25
D,6/27/2016,17,18722.46
D,6/27/2016,18,18707.5
D,6/27/2016,19,18295.71
D,6/27/2016,20,17906.21
D,6/27/2016,21,17699.19
D,6/27/2016,22,17091.58
D,6/27/2016,23,15628.32
D,6/27/2016,24,14134.94
D,6/28/2016,1,13238.2
D,6/28/2016,2,12941.92
D,6/28/2016,3,12801.26
D,6/28/2016,4,12918.66
D,6/28/2016,5,13116.86
D,6/28/2016,6,13332.9
D,6/28/2016,7,14170.52
D,6/28/2016,8,15504.22
D,6/28/2016,9,16343.2
D,6/28/2016,10,16892.37
D,6/28/2016,11,17410.72
D,6/28/2016,12,17740.97
D,6/28/2016,13,17817.83
D,6/28/2016,14,18021.14
D,6/28/2016,15,18074.99
D,6/28/2016,16,18028.97
D,6/28/2016,17,18143.27
D,6/28/2016,18,18164.3
D,6/28/2016,19,17896.58
D,6/28/2016,20,17632.97
D,6/28/2016,21,17539.76
D,6/28/2016,22,16946.33
D,6/28/2016,23,15533.57
D,6/28/2016,24,14086.62
D,6/29/2016,1,13203.98
D,6/29/2016,2,13064.31
D,6/29/2016,3,13016.09
D,6/29/2016,4,12988.81
D,6/29/2016,5,13040.18
D,6/29/2016,6,13296.92
D,6/29/2016,7,14239.17
D,6/29/2016,8,15542.78
D,6/29/2016,9,16411.67
D,6/29/2016,10,17035.94
D,6/29/2016,11,17701.27
D,6/29/2016,12,18217.31
D,6/29/2016,13,18596.25
D,6/29/2016,14,19102.67
D,6/29/2016,15,19463.31
D,6/29/2016,16,19674.12
D,6/29/2016,17,19797.23
D,6/29/2016,18,19794.15
D,6/29/2016,19,19506.73
D,6/29/2016,20,19062.71
D,6/29/2016,21,18544.74
D,6/29/2016,22,17875.86
D,6/29/2016,23,16243.7
D,6/29/2016,24,14525.4
D,6/30/2016,1,13193.39
D,6/30/2016,2,12830.76
D,6/30/2016,3,12634.02
D,6/30/2016,4,12736.34
D,6/30/2016,5,12840.44
D,6/30/2016,6,12877.55
D,6/30/2016,7,13832.92
D,6/30/2016,8,14942.45
D,6/30/2016,9,15832.24
D,6/30/2016,10,16492.08
D,6/30/2016,11,17139.29
D,6/30/2016,12,17696.51
D,6/30/2016,13,18094.05
D,6/30/2016,14,18648.14
D,6/30/2016,15,18955.74
D,6/30/2016,16,19158.77
D,6/30/2016,17,19391.36
D,6/30/2016,18,19510.03
D,6/30/2016,19,19300.97
D,6/30/2016,20,18717.28
D,6/30/2016,21,18189.01
D,6/30/2016,22,17629.19
D,6/30/2016,23,16075.39
D,6/30/2016,24,14446.71
D,7/1/2016,1,13182.73
D,7/1/2016,2,12581.34
D,7/1/2016,3,12556.19
D,7/1/2016,4,12549.29
D,7/1/2016,5,12632.14
D,7/1/2016,6,12575.75
D,7/1/2016,7,13329.36
D,7/1/2016,8,14781.77
D,7/1/2016,9,15939.12
D,7/1/2016,10,16902.05
D,7/1/2016,11,17762.48
D,7/1/2016,12,18366.03
D,7/1/2016,13,18658.95
D,7/1/2016,14,18932.37
D,7/1/2016,15,19036.96
D,7/1/2016,16,18940.98
D,7/1/2016,17,18860.58
D,7/1/2016,18,18696.73
D,7/1/2016,19,18227.98
D,7/1/2016,20,17697.38
D,7/1/2016,21,17381.64
D,7/1/2016,22,16780.76
D,7/1/2016,23,15421.95
D,7/1/2016,24,14059.49
D,7/2/2016,1,12977.1
D,7/2/2016,2,12610.65
D,7/2/2016,3,12551.61
D,7/2/2016,4,12486.78
D,7/2/2016,5,12369.49
D,7/2/2016,6,12306.92
D,7/2/2016,7,12611.66
D,7/2/2016,8,13173.56
D,7/2/2016,9,13256.22
D,7/2/2016,10,13793.85
D,7/2/2016,11,14146.26
D,7/2/2016,12,14541.78
D,7/2/2016,13,14442.47
D,7/2/2016,14,14444.08
D,7/2/2016,15,14550.27
D,7/2/2016,16,14396.74
D,7/2/2016,17,14565.33
D,7/2/2016,18,14816.23
D,7/2/2016,19,14863.23
D,7/2/2016,20,14530.99
D,7/2/2016,21,14217.82
D,7/2/2016,22,13938.01
D,7/2/2016,23,13048.47
D,7/2/2016,24,11986.1
D,7/3/2016,1,11336.28
D,7/3/2016,2,11031.93
D,7/3/2016,3,10902.1
D,7/3/2016,4,10788.45
D,7/3/2016,5,10691.22
D,7/3/2016,6,10598.46
D,7/3/2016,7,10805.69
D,7/3/2016,8,11519.46
D,7/3/2016,9,11844.73
D,7/3/2016,10,12316.63
D,7/3/2016,11,12849.66
D,7/3/2016,12,13303.33
D,7/3/2016,13,13629.24
D,7/3/2016,14,13859.76
D,7/3/2016,15,14101.64
D,7/3/2016,16,14392.68
D,7/3/2016,17,14778.8
D,7/3/2016,18,15041.63
D,7/3/2016,19,14933.68
D,7/3/2016,20,14572.17
D,7/3/2016,21,14342
D,7/3/2016,22,14166.57
D,7/3/2016,23,13441.17
D,7/3/2016,24,12468.91
D,7/4/2016,1,11522.51
D,7/4/2016,2,10862.7
D,7/4/2016,3,10415.5
D,7/4/2016,4,10167.99
D,7/4/2016,5,10100.65
D,7/4/2016,6,10351.84
D,7/4/2016,7,10867.15
D,7/4/2016,8,11831.75
D,7/4/2016,9,12546.62
D,7/4/2016,10,13347.75
D,7/4/2016,11,14130.4
D,7/4/2016,12,14735.94
D,7/4/2016,13,15226.54
D,7/4/2016,14,15540.58
D,7/4/2016,15,15858.22
D,7/4/2016,16,16299.73
D,7/4/2016,17,16823.65
D,7/4/2016,18,17186.99
D,7/4/2016,19,17000.4
D,7/4/2016,20,16451.97
D,7/4/2016,21,16156.92
D,7/4/2016,22,15673.62
D,7/4/2016,23,14669.09
D,7/4/2016,24,13470.97
D,7/5/2016,1,12434.8
D,7/5/2016,2,12395.97
D,7/5/2016,3,12312.08
D,7/5/2016,4,12066.5
D,7/5/2016,5,12202.11
D,7/5/2016,6,12650.17
D,7/5/2016,7,13557.7
D,7/5/2016,8,14799.4
D,7/5/2016,9,15794.79
D,7/5/2016,10,16498.02
D,7/5/2016,11,17157.17
D,7/5/2016,12,17646.6
D,7/5/2016,13,18009.11
D,7/5/2016,14,18381.31
D,7/5/2016,15,18840.76
D,7/5/2016,16,19422.16
D,7/5/2016,17,20036.61
D,7/5/2016,18,20555.16
D,7/5/2016,19,20553.18
D,7/5/2016,20,20075.51
D,7/5/2016,21,19499.02
D,7/5/2016,22,18808.43
D,7/5/2016,23,17094.52
D,7/5/2016,24,15647.06
D,7/6/2016,1,14785.97
D,7/6/2016,2,14168.91
D,7/6/2016,3,13743.67
D,7/6/2016,4,13563.89
D,7/6/2016,5,13579.18
D,7/6/2016,6,14061.54
D,7/6/2016,7,15378.32
D,7/6/2016,8,16429.39
D,7/6/2016,9,17199.26
D,7/6/2016,10,18393.54
D,7/6/2016,11,19519.39
D,7/6/2016,12,20426.24
D,7/6/2016,13,21151.15
D,7/6/2016,14,21845.04
D,7/6/2016,15,22305.6
D,7/6/2016,16,22581.16
D,7/6/2016,17,22881.05
D,7/6/2016,18,23010.09
D,7/6/2016,19,22760.13
D,7/6/2016,20,22107.97
D,7/6/2016,21,21498.76
D,7/6/2016,22,20666.95
D,7/6/2016,23,18764.65
D,7/6/2016,24,17058.88
D,7/7/2016,1,16048.1
D,7/7/2016,2,15476.41
D,7/7/2016,3,15098.14
D,7/7/2016,4,14732.6
D,7/7/2016,5,14703.91
D,7/7/2016,6,15126.1
D,7/7/2016,7,15948.42
D,7/7/2016,8,16676.67
D,7/7/2016,9,17618.43
D,7/7/2016,10,18319.11
D,7/7/2016,11,18982.62
D,7/7/2016,12,19784.08
D,7/7/2016,13,20308.58
D,7/7/2016,14,20710.71
D,7/7/2016,15,20877.01
D,7/7/2016,16,20575.45
D,7/7/2016,17,20386.56
D,7/7/2016,18,20159.81
D,7/7/2016,19,19689.42
D,7/7/2016,20,19155.85
D,7/7/2016,21,18822.59
D,7/7/2016,22,18188.42
D,7/7/2016,23,16682.41
D,7/7/2016,24,15466.29
D,7/8/2016,1,14262.13
D,7/8/2016,2,13987.14
D,7/8/2016,3,13510.01
D,7/8/2016,4,13516.32
D,7/8/2016,5,13618.1
D,7/8/2016,6,13795.08
D,7/8/2016,7,14449.04
D,7/8/2016,8,15430.25
D,7/8/2016,9,16191.1
D,7/8/2016,10,16630.54
D,7/8/2016,11,16874.64
D,7/8/2016,12,17063.78
D,7/8/2016,13,17154.79
D,7/8/2016,14,17277.45
D,7/8/2016,15,17313.1
D,7/8/2016,16,17279.12
D,7/8/2016,17,17256.97
D,7/8/2016,18,17078.5
D,7/8/2016,19,16596.26
D,7/8/2016,20,16104.46
D,7/8/2016,21,15894.56
D,7/8/2016,22,15347.14
D,7/8/2016,23,14186.48
D,7/8/2016,24,12881.7
D,7/9/2016,1,11858.32
D,7/9/2016,2,11213.13
D,7/9/2016,3,11031.69
D,7/9/2016,4,10799.26
D,7/9/2016,5,10941.38
D,7/9/2016,6,11155.13
D,7/9/2016,7,11331.16
D,7/9/2016,8,12029.53
D,7/9/2016,9,12722.93
D,7/9/2016,10,13464.28
D,7/9/2016,11,13875.27
D,7/9/2016,12,14071.19
D,7/9/2016,13,14074
D,7/9/2016,14,13920.78
D,7/9/2016,15,13786.26
D,7/9/2016,16,13825.36
D,7/9/2016,17,13875.25
D,7/9/2016,18,13894.65
D,7/9/2016,19,13814.29
D,7/9/2016,20,13737.64
D,7/9/2016,21,13792.81
D,7/9/2016,22,13399.98
D,7/9/2016,23,12553.18
D,7/9/2016,24,11588.29
D,7/10/2016,1,10793.05
D,7/10/2016,2,10295.47
D,7/10/2016,3,10249.46
D,7/10/2016,4,10102.89
D,7/10/2016,5,10061.83
D,7/10/2016,6,10205.62
D,7/10/2016,7,10559.5
D,7/10/2016,8,11032.2
D,7/10/2016,9,11632.28
D,7/10/2016,10,12490.56
D,7/10/2016,11,13115.33
D,7/10/2016,12,13510.27
D,7/10/2016,13,13751.5
D,7/10/2016,14,13862.51
D,7/10/2016,15,13925.77
D,7/10/2016,16,14067.23
D,7/10/2016,17,14347.98
D,7/10/2016,18,14661.93
D,7/10/2016,19,14703.62
D,7/10/2016,20,14548.76
D,7/10/2016,21,14497.87
D,7/10/2016,22,14085.16
D,7/10/2016,23,13010
D,7/10/2016,24,11832.85
D,7/11/2016,1,11149.31
D,7/11/2016,2,10696.8
D,7/11/2016,3,10411.51
D,7/11/2016,4,10351.99
D,7/11/2016,5,10590.72
D,7/11/2016,6,11257.27
D,7/11/2016,7,12326.34
D,7/11/2016,8,13643.54
D,7/11/2016,9,14477.42
D,7/11/2016,10,15003.75
D,7/11/2016,11,15436.42
D,7/11/2016,12,15714.85
D,7/11/2016,13,15787.09
D,7/11/2016,14,15990.12
D,7/11/2016,15,16141.17
D,7/11/2016,16,16412.7
D,7/11/2016,17,16745.84
D,7/11/2016,18,16938.93
D,7/11/2016,19,16858.3
D,7/11/2016,20,16523.81
D,7/11/2016,21,16350.67
D,7/11/2016,22,15892.99
D,7/11/2016,23,14417.74
D,7/11/2016,24,12883.37
D,7/12/2016,1,12440.66
D,7/12/2016,2,12401.95
D,7/12/2016,3,12084.85
D,7/12/2016,4,11880.1
D,7/12/2016,5,11810.77
D,7/12/2016,6,11866.95
D,7/12/2016,7,12596.89
D,7/12/2016,8,14058.95
D,7/12/2016,9,15039.67
D,7/12/2016,10,15804.62
D,7/12/2016,11,16533.53
D,7/12/2016,12,17133.04
D,7/12/2016,13,17601.05
D,7/12/2016,14,18182.75
D,7/12/2016,15,18682.98
D,7/12/2016,16,19141.42
D,7/12/2016,17,19545.72
D,7/12/2016,18,19743.5
D,7/12/2016,19,19456.13
D,7/12/2016,20,18817.28
D,7/12/2016,21,18390.7
D,7/12/2016,22,17776.71
D,7/12/2016,23,16178.61
D,7/12/2016,24,14516.18
D,7/13/2016,1,13755.61
D,7/13/2016,2,13215.01
D,7/13/2016,3,13023.51
D,7/13/2016,4,13047.94
D,7/13/2016,5,13147.14
D,7/13/2016,6,13492.4
D,7/13/2016,7,14017.77
D,7/13/2016,8,15544.8
D,7/13/2016,9,16748.89
D,7/13/2016,10,17732.76
D,7/13/2016,11,18756.96
D,7/13/2016,12,19669.21
D,7/13/2016,13,20403.14
D,7/13/2016,14,21126.38
D,7/13/2016,15,21502.53
D,7/13/2016,16,21827.87
D,7/13/2016,17,22085.97
D,7/13/2016,18,22146.55
D,7/13/2016,19,21671.47
D,7/13/2016,20,20869.29
D,7/13/2016,21,20244.54
D,7/13/2016,22,19419.32
D,7/13/2016,23,17566.85
D,7/13/2016,24,15937.19
D,7/14/2016,1,14736.39
D,7/14/2016,2,14368.09
D,7/14/2016,3,14090.41
D,7/14/2016,4,13928.56
D,7/14/2016,5,14136.44
D,7/14/2016,6,14349.32
D,7/14/2016,7,15357.87
D,7/14/2016,8,16821.51
D,7/14/2016,9,17801.55
D,7/14/2016,10,18634.66
D,7/14/2016,11,19465.12
D,7/14/2016,12,20048.13
D,7/14/2016,13,20472.46
D,7/14/2016,14,20822.18
D,7/14/2016,15,21055.78
D,7/14/2016,16,21184.18
D,7/14/2016,17,21173.18
D,7/14/2016,18,21183.71
D,7/14/2016,19,20889.47
D,7/14/2016,20,20399.38
D,7/14/2016,21,20129.95
D,7/14/2016,22,19466.63
D,7/14/2016,23,17856.03
D,7/14/2016,24,16506.44
D,7/15/2016,1,15563.42
D,7/15/2016,2,15049
D,7/15/2016,3,14573.43
D,7/15/2016,4,14301.22
D,7/15/2016,5,14274.9
D,7/15/2016,6,14284.99
D,7/15/2016,7,15379.57
D,7/15/2016,8,17195.22
D,7/15/2016,9,18748.93
D,7/15/2016,10,19957.6
D,7/15/2016,11,21074.92
D,7/15/2016,12,21801.77
D,7/15/2016,13,22308.35
D,7/15/2016,14,22722.7
D,7/15/2016,15,22883.64
D,7/15/2016,16,22900.16
D,7/15/2016,17,22910.24
D,7/15/2016,18,22877.66
D,7/15/2016,19,22551.69
D,7/15/2016,20,21890.04
D,7/15/2016,21,21236.72
D,7/15/2016,22,20441.32
D,7/15/2016,23,18813.49
D,7/15/2016,24,17194.21
D,7/16/2016,1,16028.72
D,7/16/2016,2,15272.46
D,7/16/2016,3,14865
D,7/16/2016,4,14354.65
D,7/16/2016,5,14322.57
D,7/16/2016,6,14228.56
D,7/16/2016,7,14705.62
D,7/16/2016,8,14822.54
D,7/16/2016,9,16050.36
D,7/16/2016,10,17266.36
D,7/16/2016,11,18259.01
D,7/16/2016,12,18988.44
D,7/16/2016,13,19495.36
D,7/16/2016,14,19918.54
D,7/16/2016,15,20236.14
D,7/16/2016,16,20591.31
D,7/16/2016,17,20749.17
D,7/16/2016,18,20750.58
D,7/16/2016,19,20307.88
D,7/16/2016,20,19695.58
D,7/16/2016,21,19345.81
D,7/16/2016,22,18807.04
D,7/16/2016,23,17476.22
D,7/16/2016,24,16105.45
D,7/17/2016,1,15159.81
D,7/17/2016,2,14825.04
D,7/17/2016,3,14739.9
D,7/17/2016,4,14650.39
D,7/17/2016,5,14507.95
D,7/17/2016,6,14446.95
D,7/17/2016,7,14400.36
D,7/17/2016,8,15007.33
D,7/17/2016,9,15014.73
D,7/17/2016,10,15923.55
D,7/17/2016,11,16990.95
D,7/17/2016,12,17929.55
D,7/17/2016,13,18666.85
D,7/17/2016,14,19107.17
D,7/17/2016,15,19477.27
D,7/17/2016,16,19856.98
D,7/17/2016,17,20251.6
D,7/17/2016,18,20509.65
D,7/17/2016,19,20409.44
D,7/17/2016,20,19918.54
D,7/17/2016,21,19612.98
D,7/17/2016,22,19014.88
D,7/17/2016,23,17363.8
D,7/17/2016,24,15966.04
D,7/18/2016,1,14811.58
D,7/18/2016,2,14692.08
D,7/18/2016,3,14423.22
D,7/18/2016,4,14473.81
D,7/18/2016,5,14567.36
D,7/18/2016,6,14714.08
D,7/18/2016,7,15871.46
D,7/18/2016,8,16936.32
D,7/18/2016,9,18109.97
D,7/18/2016,10,19360.46
D,7/18/2016,11,20622.24
D,7/18/2016,12,21670.93
D,7/18/2016,13,22449.77
D,7/18/2016,14,23208.13
D,7/18/2016,15,23616.6
D,7/18/2016,16,23082.62
D,7/18/2016,17,22390.69
D,7/18/2016,18,21850.65
D,7/18/2016,19,21484.2
D,7/18/2016,20,21065.76
D,7/18/2016,21,20707.11
D,7/18/2016,22,19881.09
D,7/18/2016,23,18147.24
D,7/18/2016,24,16659.69
D,7/19/2016,1,15607.16
D,7/19/2016,2,15180.98
D,7/19/2016,3,14790.85
D,7/19/2016,4,14801.69
D,7/19/2016,5,14943.35
D,7/19/2016,6,14909.2
D,7/19/2016,7,15563.19
D,7/19/2016,8,16520.23
D,7/19/2016,9,17283.48
D,7/19/2016,10,17823.68
D,7/19/2016,11,18374.29
D,7/19/2016,12,18834.98
D,7/19/2016,13,19021.34
D,7/19/2016,14,19247.08
D,7/19/2016,15,19339.63
D,7/19/2016,16,19393.1
D,7/19/2016,17,19399.32
D,7/19/2016,18,19285.96
D,7/19/2016,19,18776.7
D,7/19/2016,20,18031.9
D,7/19/2016,21,17523.81
D,7/19/2016,22,16800.42
D,7/19/2016,23,15194.39
D,7/19/2016,24,13598.69
D,7/20/2016,1,12717.2
D,7/20/2016,2,12359.92
D,7/20/2016,3,12125.19
D,7/20/2016,4,11801.1
D,7/20/2016,5,11881.95
D,7/20/2016,6,12195.66
D,7/20/2016,7,13174.1
D,7/20/2016,8,14256.16
D,7/20/2016,9,15105.42
D,7/20/2016,10,15689.44
D,7/20/2016,11,16156.7
D,7/20/2016,12,16602.58
D,7/20/2016,13,16940.5
D,7/20/2016,14,17443.11
D,7/20/2016,15,17836.22
D,7/20/2016,16,18191.37
D,7/20/2016,17,18617.95
D,7/20/2016,18,18807.78
D,7/20/2016,19,18526.05
D,7/20/2016,20,17969.87
D,7/20/2016,21,17710.35
D,7/20/2016,22,17057.56
D,7/20/2016,23,15465.35
D,7/20/2016,24,13855.48
D,7/21/2016,1,12912.78
D,7/21/2016,2,12194.48
D,7/21/2016,3,11712.63
D,7/21/2016,4,11479.1
D,7/21/2016,5,11835.91
D,7/21/2016,6,12643.74
D,7/21/2016,7,13687.21
D,7/21/2016,8,15204.07
D,7/21/2016,9,15803.57
D,7/21/2016,10,16586.23
D,7/21/2016,11,17416.63
D,7/21/2016,12,18111.4
D,7/21/2016,13,18695.04
D,7/21/2016,14,19417.62
D,7/21/2016,15,20040.65
D,7/21/2016,16,20629.06
D,7/21/2016,17,21163.64
D,7/21/2016,18,21395.65
D,7/21/2016,19,21154.1
D,7/21/2016,20,20572.44
D,7/21/2016,21,20171.15
D,7/21/2016,22,19392.08
D,7/21/2016,23,17693.88
D,7/21/2016,24,16028.81
D,7/22/2016,1,15367.97
D,7/22/2016,2,15120.01
D,7/22/2016,3,14906.02
D,7/22/2016,4,14586.31
D,7/22/2016,5,14438.88
D,7/22/2016,6,14728.41
D,7/22/2016,7,15512.41
D,7/22/2016,8,16727.18
D,7/22/2016,9,17877.27
D,7/22/2016,10,18955.01
D,7/22/2016,11,20179.03
D,7/22/2016,12,21262.35
D,7/22/2016,13,22212.55
D,7/22/2016,14,23086.4
D,7/22/2016,15,23645.73
D,7/22/2016,16,24015.1
D,7/22/2016,17,24253.64
D,7/22/2016,18,24305.43
D,7/22/2016,19,23880.44
D,7/22/2016,20,23141.16
D,7/22/2016,21,22422.71
D,7/22/2016,22,21386.75
D,7/22/2016,23,19676.26
D,7/22/2016,24,18088.24
D,7/23/2016,1,16980.48
D,7/23/2016,2,16337.69
D,7/23/2016,3,15853.1
D,7/23/2016,4,15566.81
D,7/23/2016,5,15274.66
D,7/23/2016,6,15443.62
D,7/23/2016,7,15754.22
D,7/23/2016,8,16297.64
D,7/23/2016,9,17261.02
D,7/23/2016,10,18472.97
D,7/23/2016,11,19519.82
D,7/23/2016,12,20313.49
D,7/23/2016,13,20894.52
D,7/23/2016,14,21333.24
D,7/23/2016,15,21553.31
D,7/23/2016,16,21733.02
D,7/23/2016,17,21925.95
D,7/23/2016,18,21929.28
D,7/23/2016,19,21262.33
D,7/23/2016,20,20158.18
D,7/23/2016,21,19280.95
D,7/23/2016,22,18461.71
D,7/23/2016,23,16998.43
D,7/23/2016,24,15662.29
D,7/24/2016,1,14678.9
D,7/24/2016,2,14219.78
D,7/24/2016,3,14094.88
D,7/24/2016,4,13836.02
D,7/24/2016,5,13592.06
D,7/24/2016,6,13471.64
D,7/24/2016,7,13726.65
D,7/24/2016,8,13787.2
D,7/24/2016,9,14275.73
D,7/24/2016,10,15418.81
D,7/24/2016,11,16383.24
D,7/24/2016,12,17248.14
D,7/24/2016,13,17969.65
D,7/24/2016,14,18407.58
D,7/24/2016,15,18932.52
D,7/24/2016,16,19512.76
D,7/24/2016,17,20085.34
D,7/24/2016,18,20541.9
D,7/24/2016,19,20477.72
D,7/24/2016,20,19934.77
D,7/24/2016,21,19527.58
D,7/24/2016,22,18778
D,7/24/2016,23,17127.5
D,7/24/2016,24,15849.62
D,7/25/2016,1,14761.33
D,7/25/2016,2,14193.87
D,7/25/2016,3,13866.97
D,7/25/2016,4,13339.51
D,7/25/2016,5,13402.36
D,7/25/2016,6,13792.74
D,7/25/2016,7,14778.91
D,7/25/2016,8,16180.33
D,7/25/2016,9,17448.19
D,7/25/2016,10,18640.13
D,7/25/2016,11,19974.61
D,7/25/2016,12,21175.43
D,7/25/2016,13,22124.3
D,7/25/2016,14,23073.86
D,7/25/2016,15,23590.99
D,7/25/2016,16,23641.03
D,7/25/2016,17,23411.39
D,7/25/2016,18,23219.82
D,7/25/2016,19,22726.27
D,7/25/2016,20,22101.32
D,7/25/2016,21,21608.56
D,7/25/2016,22,20597.22
D,7/25/2016,23,19012.06
D,7/25/2016,24,17354.73
D,7/26/2016,1,16554.96
D,7/26/2016,2,16142.36
D,7/26/2016,3,15819.95
D,7/26/2016,4,15465.4
D,7/26/2016,5,15438.76
D,7/26/2016,6,15724.08
D,7/26/2016,7,16558.93
D,7/26/2016,8,17586.68
D,7/26/2016,9,18782.1
D,7/26/2016,10,19753.66
D,7/26/2016,11,20685.28
D,7/26/2016,12,21467.67
D,7/26/2016,13,22014.11
D,7/26/2016,14,22689.95
D,7/26/2016,15,23158.59
D,7/26/2016,16,23455.38
D,7/26/2016,17,23742.4
D,7/26/2016,18,23839.26
D,7/26/2016,19,23444.6
D,7/26/2016,20,22679.29
D,7/26/2016,21,22038.36
D,7/26/2016,22,20987.2
D,7/26/2016,23,19015.42
D,7/26/2016,24,17318.59
D,7/27/2016,1,16013.35
D,7/27/2016,2,15459.02
D,7/27/2016,3,15314.96
D,7/27/2016,4,14937.18
D,7/27/2016,5,14892.19
D,7/27/2016,6,15112.91
D,7/27/2016,7,15665.36
D,7/27/2016,8,16800.62
D,7/27/2016,9,17997.69
D,7/27/2016,10,19022.78
D,7/27/2016,11,20070.73
D,7/27/2016,12,20980.66
D,7/27/2016,13,21729.73
D,7/27/2016,14,22383.82
D,7/27/2016,15,22817.24
D,7/27/2016,16,23148.51
D,7/27/2016,17,23486.57
D,7/27/2016,18,23619.97
D,7/27/2016,19,23212.48
D,7/27/2016,20,22378.25
D,7/27/2016,21,21780.64
D,7/27/2016,22,20761.04
D,7/27/2016,23,18874.58
D,7/27/2016,24,17085.37
D,7/28/2016,1,15815.67
D,7/28/2016,2,15334.28
D,7/28/2016,3,15267.6
D,7/28/2016,4,15157.52
D,7/28/2016,5,14931.16
D,7/28/2016,6,15199.81
D,7/28/2016,7,15826.66
D,7/28/2016,8,17083.11
D,7/28/2016,9,18372.09
D,7/28/2016,10,19621.46
D,7/28/2016,11,20884.77
D,7/28/2016,12,21882.15
D,7/28/2016,13,22590.5
D,7/28/2016,14,23268.26
D,7/28/2016,15,23573.15
D,7/28/2016,16,23688.59
D,7/28/2016,17,23737.91
D,7/28/2016,18,23697.68
D,7/28/2016,19,23165.38
D,7/28/2016,20,22531.21
D,7/28/2016,21,22272.86
D,7/28/2016,22,21294.94
D,7/28/2016,23,19537.83
D,7/28/2016,24,17839.01
D,7/29/2016,1,16782.3
D,7/29/2016,2,16352.09
D,7/29/2016,3,16035.86
D,7/29/2016,4,15698.72
D,7/29/2016,5,15465.43
D,7/29/2016,6,15810.52
D,7/29/2016,7,16640.51
D,7/29/2016,8,17589.51
D,7/29/2016,9,18275.32
D,7/29/2016,10,18761.78
D,7/29/2016,11,19081.93
D,7/29/2016,12,19320.35
D,7/29/2016,13,19477.67
D,7/29/2016,14,19863.36
D,7/29/2016,15,20456.55
D,7/29/2016,16,20966.18
D,7/29/2016,17,21353.53
D,7/29/2016,18,21368.47
D,7/29/2016,19,20832.67
D,7/29/2016,20,20054.44
D,7/29/2016,21,19619.43
D,7/29/2016,22,18855.42
D,7/29/2016,23,17406.86
D,7/29/2016,24,15804.4
D,7/30/2016,1,14574.71
D,7/30/2016,2,14170.01
D,7/30/2016,3,13654.29
D,7/30/2016,4,13472.04
D,7/30/2016,5,13546.48
D,7/30/2016,6,13647.58
D,7/30/2016,7,13831.91
D,7/30/2016,8,14337.88
D,7/30/2016,9,15354.19
D,7/30/2016,10,15963.42
D,7/30/2016,11,16763.85
D,7/30/2016,12,17416.92
D,7/30/2016,13,18018.02
D,7/30/2016,14,18452.67
D,7/30/2016,15,18706.56
D,7/30/2016,16,18875.18
D,7/30/2016,17,19052.05
D,7/30/2016,18,19122.28
D,7/30/2016,19,18756.08
D,7/30/2016,20,18295.72
D,7/30/2016,21,18198.05
D,7/30/2016,22,17605.2
D,7/30/2016,23,16476.05
D,7/30/2016,24,15260.49
D,7/31/2016,1,14506.81
D,7/31/2016,2,14018.31
D,7/31/2016,3,14025.68
D,7/31/2016,4,13792.35
D,7/31/2016,5,13844.97
D,7/31/2016,6,13936.98
D,7/31/2016,7,13924.01
D,7/31/2016,8,13905.72
D,7/31/2016,9,14307.86
D,7/31/2016,10,15034.31
D,7/31/2016,11,15580.75
D,7/31/2016,12,15942.97
D,7/31/2016,13,16137.72
D,7/31/2016,14,16226.7
D,7/31/2016,15,16309.97
D,7/31/2016,16,16452.17
D,7/31/2016,17,16754.88
D,7/31/2016,18,17024.92
D,7/31/2016,19,16986.3
D,7/31/2016,20,16857.84
D,7/31/2016,21,16864.44
D,7/31/2016,22,16245.22
D,7/31/2016,23,15025.2
D,7/31/2016,24,13793.8
D,8/1/2016,1,13370.56
D,8/1/2016,2,13211.52
D,8/1/2016,3,13297
D,8/1/2016,4,13162.48
D,8/1/2016,5,13217.09
D,8/1/2016,6,13384.94
D,8/1/2016,7,14257.69
D,8/1/2016,8,15355.21
D,8/1/2016,9,16257.56
D,8/1/2016,10,17003.58
D,8/1/2016,11,17598.01
D,8/1/2016,12,18016.13
D,8/1/2016,13,18250.96
D,8/1/2016,14,18505.21
D,8/1/2016,15,18604.17
D,8/1/2016,16,18515.53
D,8/1/2016,17,18466.54
